id	segment_id	A1_duration	A1_offcount	A1_oncount	A2_duration	A2_offcount	A2_oncount	A3_duration	A3_offcount	A3_oncount	A4_duration	A4_offcount	A4_oncount	A5_duration	A5_offcount	A5_oncount	A6_duration	A6_offcount	A6_oncount	D1_duration	D1_offcount	D1_oncount	D3_duration	D3_offcount	D3_oncount	D4_duration	D4_offcount	D4_oncount	D5_duration	D5_offcount	D5_oncount	D7_duration	D7_offcount	D7_oncount	M2_duration	M2_offcount	M2_oncount	M3_duration	M3_offcount	M3_oncount	M6_duration	M6_offcount	M6_oncount	M7_duration	M7_offcount	M7_oncount	P4_duration	P4_offcount	P4_oncount	P5_duration	P5_offcount	P5_oncount	bass	intervals	m2_duration	m2_offcount	m2_oncount	m3_duration	m3_offcount	m3_oncount	m6_duration	m6_offcount	m6_oncount	m7_duration	m7_offcount	m7_oncount
309	32																																		1/2	1.0	0.0	1/2	0.0	1.0													C	('M2', 'M3')												
309	33																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
309	34																																								4/7	0.3333333333333333	0.6666666666666666				3/7	0.0	1.0				G	('M6', 'P4')												
309	35																																					1	0.0	1.0													F	('M3',)												
309	36																																								3/7	0.5	0.5				3/7	0.5	0.5	1/7	1.0	0.0	C	('M6', 'P4', 'P5')												
309	37																																								1/2	0.5	0.5				1/2	0.0	1.0				C	('M6', 'P4')												
309	38																																					1/2	0.0	1.0										1/2	0.0	1.0	F	('M3', 'P5')												
309	39																																								1/2	0.5	0.5	1/6	1.0	0.0	1/3	0.0	1.0				C	('M6', 'M7', 'P4')												
309	40																																								3/5	0.0	1.0				2/5	0.0	1.0				C	('M6', 'P4')												
309	41																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
309	42																																					3/5	0.0	1.0										2/5	0.0	1.0	C	('M3', 'P5')												
309	43																																								1/6	0.0	1.0				1/2	0.5	0.5				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
309	44																																																				C	()												
309	45																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
310	0																																								1	0.0	1.0										G	('M6',)												
310	1																																					2/7	0.0	1.0										3/7	0.0	1.0	G	('M3', 'P5', 'm7')										2/7	0.0	1.0
310	2																																														5/7	0.0	1.0				G	('P4', 'm7')										2/7	0.0	1.0
310	3																																					3/7	0.0	1.0										2/7	0.0	1.0	G	('M3', 'P5', 'm7')										2/7	0.0	1.0
310	4																																		3/7	0.0	1.0										2/7	0.0	1.0				G	('M2', 'P4', 'm7')										2/7	0.0	1.0
310	5																																					1/2	0.0	1.0													G	('M3', 'm7')										1/2	0.0	1.0
310	6																																																	1	0.3333333333333333	0.6666666666666666	C	('P5',)												
310	7																																								2/7	0.0	1.0				5/7	0.0	1.0				G	('M6', 'P4')												
310	8																																					2/7	0.0	1.0										3/7	0.0	1.0	G	('M3', 'P5', 'm7')										2/7	0.0	1.0
310	9																																					3/4	0.0	1.0										1/4	1.0	0.0	C	('M3', 'P5')												
310	10																																								2/5	0.0	1.0				3/5	0.5	0.5				G	('M6', 'P4')												
310	11																																								1/2	0.5	0.5				1/3	0.0	1.0	1/6	0.0	1.0	G	('M6', 'P4', 'P5')												
310	12																																								1	0.0	1.0										G	('M6',)												
310	13																																					2/7	0.0	1.0										3/7	0.0	1.0	G	('M3', 'P5', 'm7')										2/7	0.0	1.0
310	14																																														5/7	0.0	1.0				G	('P4', 'm7')										2/7	0.0	1.0
310	15																																					3/7	0.0	1.0										2/7	0.0	1.0	G	('M3', 'P5', 'm7')										2/7	0.0	1.0
310	16																																		3/7	0.0	1.0										2/7	0.0	1.0				G	('M2', 'P4', 'm7')										2/7	0.0	1.0
310	17																																					1/2	0.0	1.0													G	('M3', 'm7')										1/2	0.0	1.0
310	18																																																	1	0.3333333333333333	0.6666666666666666	C	('P5',)												
310	19																																								2/7	0.0	1.0				5/7	0.0	1.0				G	('M6', 'P4')												
310	20																																					1/3	0.0	1.0	1/6	0.0	1.0							1/6	1.0	0.0	G	('M3', 'M6', 'P5', 'm7')										1/3	0.0	1.0
310	21																																																				C	()												
310	22																																								1/4	0.0	1.0				3/4	0.3333333333333333	0.6666666666666666				G	('M6', 'P4')												
310	23																																																	1	0.3333333333333333	0.6666666666666666	F	('P5',)												
310	24																																								2/7	0.0	1.0				5/7	0.0	1.0				C	('M6', 'P4')												
310	25																																					1/4	0.0	1.0	1/4	0.0	1.0							1/4	1.0	0.0	C	('M3', 'M6', 'P5', 'm7')										1/4	0.0	1.0
310	26																																																	1	1.0	0.0	F	('P5',)												
310	27																																								1/2	0.0	1.0				1/2	0.0	1.0				C	('M6', 'P4')												
310	28																																								2/7	0.0	1.0				5/7	0.0	1.0				C	('M6', 'P4')												
310	29																																					1/4	1.0	0.0										3/4	0.0	1.0	A	('M3', 'P5')												
310	30																																								1/2	0.3333333333333333	0.6666666666666666				1/4	0.0	1.0				E	('M6', 'P4', 'm3')				1/4	0.0	1.0						
310	31																																								1/5	1.0	0.0				2/5	0.0	1.0				E	('M6', 'P4', 'm3')				2/5	0.0	1.0						
310	32																																																				D	('m3',)				1	0.0	1.0						
310	33																																																	2/5	0.0	1.0	D	('P5', 'm3')				3/5	0.5	0.5						
310	34																																																	1/2	0.5	0.5	D	('P5', 'm3')				1/2	0.0	1.0						
310	35																																																				G	()												
310	36																																					5/7	0.0	1.0													G	('M3', 'm7')										2/7	0.0	1.0
310	37																																					1/4	0.0	1.0	1/4	0.0	1.0							1/4	1.0	0.0	G	('M3', 'M6', 'P5', 'm7')										1/4	0.0	1.0
310	38																																																	1	1.0	0.0	C	('P5',)												
310	39																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
310	40																																								2/7	0.0	1.0				5/7	0.0	1.0				G	('M6', 'P4')												
310	41																																					2/7	0.0	1.0										3/7	0.0	1.0	G	('M3', 'P5', 'm7')										2/7	0.0	1.0
310	42																																					2/5	0.0	1.0	3/5	0.0	1.0										G	('M3', 'M6')												
310	43																																					2/7	0.0	1.0										3/7	0.0	1.0	G	('M3', 'P5', 'm7')										2/7	0.0	1.0
310	44																																																				C	()												
310	45																																								1/3	0.0	1.0				2/3	0.5	0.5				G	('M6', 'P4')												
311	0																																					1	0.0	1.0													C	('M3',)												
311	1																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
311	2																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
311	3																																																				D	('m3',)				1	0.0	1.0						
311	4										1/2	0.0	1.0																						1/2	0.0	1.0																F	('A4', 'M2')												
311	5										1/3	0.0	1.0																						1/3	0.0	1.0							1/3	1.0	0.0							F	('A4', 'M2', 'M7')												
311	6																																																	1	0.0	1.0	G	('P5',)												
311	7										1/4	0.0	1.0																						1/4	0.0	1.0				1/2	1.0	0.0										F	('A4', 'M2', 'M6')												
311	8										1/4	0.0	1.0																						1/4	0.0	1.0				1/2	0.0	1.0										F	('A4', 'M2', 'M6')												
311	9																																					1	0.0	1.0													C	('M3',)												
311	10																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
311	11																																																				E	('m2', 'm3', 'm6')	1/5	1.0	0.0	2/5	0.0	1.0	2/5	0.0	1.0			
311	12																																																				E	('m3', 'm6')				4/5	0.25	0.75	1/5	0.0	1.0			
311	13				1/5	0.0	1.0				3/10	0.0	1.0	1/10	1.0	0.0	1/10	1.0	0.0																						3/10	0.0	1.0										Eb	('A2', 'A4', 'A5', 'A6', 'M6')												
311	14																																					1/2	0.0	1.0													D	('M3', 'm7')										1/2	0.0	1.0
311	15																																					1	0.0	1.0													G	('M3',)												
311	16																																		1/3	0.0	1.0	1/3	0.0	1.0													G	('M2', 'M3', 'm7')										1/3	0.0	1.0
311	17																																								1/4	1.0	0.0				1/4	0.0	1.0	1/4	1.0	0.0	D	('M6', 'P4', 'P5', 'm3')				1/4	1.0	0.0						
311	18																																								1/4	0.0	1.0				1/4	0.0	1.0	1/4	0.0	1.0	D	('M6', 'P4', 'P5', 'm3')				1/4	0.0	1.0						
311	19																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
311	20																																																				E	('m3', 'm6')				3/4	0.5	0.5	1/4	1.0	0.0			
311	21																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.5	0.5			
311	22																																					1/2	0.0	1.0													G	('M3', 'm7')										1/2	0.0	1.0
311	23																																								1/2	0.6666666666666666	0.3333333333333333				1/4	0.0	1.0				D	('M6', 'P4', 'm3')				1/4	1.0	0.0						
311	24																																								1/2	0.0	1.0				1/4	0.0	1.0				D	('M6', 'P4', 'm3')				1/4	0.0	1.0						
311	25																																					1/2	0.0	1.0										1/2	1.0	0.0	C	('M3', 'P5')												
311	26																																																				E	('m3', 'm6')				2/5	0.0	1.0	3/5	0.5	0.5			
311	27																																																				E	('m3', 'm6')				3/5	0.5	0.5	2/5	0.0	1.0			
311	28																																		1/3	0.0	1.0	1/3	0.0	1.0													G	('M2', 'M3', 'm7')										1/3	0.0	1.0
311	29																																								1/4	1.0	0.0				1/4	0.0	1.0	1/4	1.0	0.0	D	('M6', 'P4', 'P5', 'm3')				1/4	1.0	0.0						
311	30																																								1/4	0.0	1.0				1/4	0.0	1.0	1/4	0.0	1.0	D	('M6', 'P4', 'P5', 'm3')				1/4	0.0	1.0						
311	31																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
311	32																																																				E	('m3', 'm6')				3/4	0.5	0.5	1/4	1.0	0.0			
311	33																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.5	0.5			
311	34																																					1/2	0.0	1.0													G	('M3', 'm7')										1/2	0.0	1.0
311	35																																								1/2	0.6666666666666666	0.3333333333333333				1/4	0.0	1.0				D	('M6', 'P4', 'm3')				1/4	1.0	0.0						
311	36																																								1/2	0.0	1.0				1/4	0.0	1.0				D	('M6', 'P4', 'm3')				1/4	0.5	0.5						
311	37																																					1	0.0	1.0													C	('M3',)												
311	38																																																				E	('m3', 'm6')				1/3	0.0	1.0	2/3	0.5	0.5			
312	0																																					1	0.0	1.0													C	('M3',)												
312	1																																								1/3	1.0	0.0				1/3	0.0	1.0				G	('M6', 'P4', 'm7')										1/3	1.0	0.0
312	2																																								2/3	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4')												
312	3																																																				B	('m6',)							1	0.0	1.0			
312	4																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
312	5																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
312	6																																					1	0.0	1.0													C	('M3',)												
312	7																																								1/3	1.0	0.0				1/3	0.0	1.0				G	('M6', 'P4', 'm7')										1/3	1.0	0.0
312	8																																								2/3	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4')												
312	9																																																				B	('m6',)							1	0.0	1.0			
312	10																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
312	11																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
312	12																																					1	0.0	1.0													C	('M3',)												
312	13																																								1/3	1.0	0.0				1/3	0.0	1.0				G	('M6', 'P4', 'm7')										1/3	1.0	0.0
312	14																																								2/3	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4')												
312	15																																																				E	('m3',)				1	0.0	1.0						
312	16																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
312	17																																								1/2	0.6666666666666666	0.3333333333333333				1/4	0.0	1.0				G	('M6', 'P4', 'm7')										1/4	0.0	1.0
312	18																																								1	0.0	1.0										G	('M6',)												
312	19																																					1/4	0.0	1.0	1/4	1.0	0.0							1/4	1.0	0.0	G	('M3', 'M6', 'P5', 'm7')										1/4	0.0	1.0
312	20																																					1/4	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
312	21																																																				C	()												
312	22																																								1/4	0.0	1.0				3/4	0.0	1.0				G	('M6', 'P4')												
312	23																																																				C	()												
312	24																																								1/4	0.0	1.0				1/2	0.6666666666666666	0.3333333333333333				G	('M6', 'P4', 'm3')				1/4	1.0	0.0						
312	25																																								1/4	0.0	1.0				1/4	0.0	1.0				G	('M6', 'P4', 'm3')				1/2	0.0	1.0						
312	26																																														1	0.0	1.0				F	('P4',)												
312	27																																																				A	('m2', 'm3', 'm6')	1/3	1.0	0.0	1/3	0.0	1.0	1/3	0.0	1.0			
312	28																																																				A	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
312	29																																																				A	()												
312	30																												1/2	0.0	1.0										1/4	0.0	1.0				1/4	0.0	1.0				E	('D5', 'M6', 'P4')												
312	31																																								1/4	0.0	1.0				1/4	0.0	1.0				E	('M6', 'P4', 'm3')				1/2	0.0	1.0						
312	32																																														1	0.0	1.0				D	('P4',)												
312	33																																		1/3	1.0	0.0	1/3	0.0	1.0	1/3	0.0	1.0										F	('M2', 'M3', 'M6')												
312	34																																					1/2	0.0	1.0	1/2	0.0	1.0										F	('M3', 'M6')												
312	35																																																				B	('m7',)										1	0.0	1.0
312	36																																		1/2	0.6666666666666666	0.3333333333333333	1/4	1.0	0.0	1/4	0.0	1.0										F	('M2', 'M3', 'M6')												
312	37																																		3/4	0.0	1.0				1/4	0.0	1.0										F	('M2', 'M6')												
312	38																																																	1	0.0	1.0	C	('P5',)												
312	39																																																				E	('m3', 'm6')				1/4	0.0	1.0	3/4	0.0	1.0			
312	40																																																				E	('m3', 'm6', 'm7')				1/4	0.0	1.0	1/4	0.0	1.0	1/2	0.0	1.0
312	41																																								1	0.0	1.0										G	('M6',)												
312	42																																																	1/4	0.0	1.0	G	('P5', 'm7')										3/4	0.0	1.0
312	43																																					1/2	0.0	1.0										1/4	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
312	44																																																				C	()												
312	45																																								1/4	0.0	1.0				3/4	0.6666666666666666	0.3333333333333333				G	('M6', 'P4')												
313	0																																					1	0.0	1.0													C	('M3',)												
313	1																																								1/3	1.0	0.0				2/3	0.0	1.0				G	('M6', 'P4')												
313	2																																								1/3	1.0	0.0				2/3	0.0	1.0				G	('M6', 'P4')												
313	3																																																				E	('m3',)				1	0.0	1.0						
313	4																																								2/5	0.0	1.0				3/5	0.0	1.0				G	('M6', 'P4')												
313	5																																								2/5	0.0	1.0				3/5	0.0	1.0				G	('M6', 'P4')												
313	6																																																				G	('m7',)										1	0.0	1.0
313	7																																					1/3	0.0	1.0										2/3	0.0	1.0	G	('M3', 'P5')												
313	8																																					1/4	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	1.0	0.0
313	9																																					1	0.5	0.5													C	('M3',)												
313	10																																								2/5	0.0	1.0				3/5	0.5	0.5				G	('M6', 'P4')												
313	11																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
313	12																																					1	0.0	1.0													C	('M3',)												
313	13																																								3/5	0.5	0.5				2/5	0.0	1.0				G	('M6', 'P4')												
313	14																																								3/5	0.5	0.5				2/5	0.0	1.0				G	('M6', 'P4')												
313	15																																																				E	('m3',)				1	0.0	1.0						
313	16																																								2/5	0.0	1.0				3/5	0.0	1.0				G	('M6', 'P4')												
313	17																																								2/5	0.0	1.0				3/5	0.0	1.0				G	('M6', 'P4')												
313	18																																					1	0.0	1.0													G	('M3',)												
313	19																																					1/6	1.0	0.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
313	20																																					1/6	1.0	0.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
313	21																																																				C	()												
313	22																																								1/4	0.0	1.0				3/4	0.6666666666666666	0.3333333333333333				G	('M6', 'P4')												
313	23																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
313	24																																					2/5	0.0	1.0										3/5	0.5	0.5	G	('M3', 'P5')												
313	25																																					3/5	0.5	0.5										2/5	0.0	1.0	G	('M3', 'P5')												
313	26																																																	1	0.0	1.0	G	('P5',)												
313	27																																					3/5	0.0	1.0										2/5	0.0	1.0	G	('M3', 'P5')												
313	28																																					1/2	0.0	1.0										1/2	0.5	0.5	G	('M3', 'P5')												
313	29																																					1/2	0.0	1.0										1/2	0.0	1.0	D	('M3', 'P5')												
313	30																																														3/5	0.0	1.0				A	('P4', 'm3')				2/5	0.0	1.0						
313	31																																								1/6	1.0	0.0				1/2	0.0	1.0				A	('M6', 'P4', 'm3')				1/3	0.0	1.0						
313	32																																					1/2	0.0	1.0										1/2	1.0	0.0	G	('M3', 'P5')												
313	33																																					1/2	0.0	1.0										1/2	0.5	0.5	G	('M3', 'P5')												
313	34																																					3/5	0.5	0.5										2/5	0.0	1.0	G	('M3', 'P5')												
313	35																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
313	36																																					3/5	0.0	1.0										2/5	0.0	1.0	G	('M3', 'P5')												
313	37																																					1/2	0.0	1.0										1/2	0.5	0.5	G	('M3', 'P5')												
313	38																																																	1	0.0	1.0	G	('P5',)												
313	39																																					3/5	0.0	1.0										2/5	0.0	1.0	G	('M3', 'P5')												
313	40																																					1/2	0.0	1.0										1/2	0.5	0.5	G	('M3', 'P5')												
313	41																																					1/2	0.0	1.0										1/2	0.0	1.0	D	('M3', 'P5')												
313	42																																		1/7	0.0	1.0										3/7	0.5	0.5				A	('M2', 'P4', 'm3', 'm7')				2/7	0.0	1.0				1/7	0.0	1.0
313	43																																								1/6	0.0	1.0				1/2	0.5	0.5				A	('M6', 'P4', 'm3')				1/3	0.0	1.0						
313	44																																																				G	()												
313	45																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
313	46																																					1	0.0	1.0													C	('M3',)												
313	47																																								1/3	1.0	0.0				2/3	0.0	1.0				G	('M6', 'P4')												
313	48																																								1/3	1.0	0.0				2/3	0.0	1.0				G	('M6', 'P4')												
313	49																																																				E	('m3',)				1	0.0	1.0						
313	50																																														1	0.0	1.0				G	('P4',)												
313	51																																														1	0.0	1.0				G	('P4',)												
313	52																																																				D	('m3',)				1	0.0	1.0						
313	53																																					1	0.0	1.0													G	('M3',)												
313	54																																					3/4	0.0	1.0													G	('M3', 'm7')										1/4	1.0	0.0
313	55																																																				C#	('m3',)				1	0.0	1.0						
313	56																																																				G	('m3',)				1	0.0	1.0						
313	57																																								1/4	1.0	0.0										G	('M6', 'm3')				3/4	0.0	1.0						
313	58																																		1	0.0	1.0																D	('M2',)												
313	59																																					1	0.0	1.0													F	('M3',)												
313	60																																					3/4	0.0	1.0				1/4	1.0	0.0							F	('M3', 'M7')												
313	61																																								1	0.0	1.0										F	('M6',)												
313	62																																																				F	('m3',)				1	0.0	1.0						
313	63																																								1/4	1.0	0.0										F	('M6', 'm3')				3/4	0.0	1.0						
313	64																																					1	0.0	1.0													G	('M3',)												
313	65										2/5	0.0	1.0																						3/5	0.0	1.0																F	('A4', 'M2')												
313	66										1/3	0.0	1.0																						1/2	0.0	1.0				1/6	1.0	0.0										F	('A4', 'M2', 'M6')												
313	67																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
313	68																																																				E	('m3', 'm6')				1/2	0.5	0.5	1/2	0.5	0.5			
314	0																																								1	0.0	1.0										A	('M6',)												
314	1																																								3/5	0.5	0.5										A	('M6', 'm3')				2/5	0.0	1.0						
314	2																																								1/2	0.5	0.5										A	('M6', 'm3', 'm7')				1/3	0.0	1.0				1/6	0.0	1.0
314	3																																														1	0.0	1.0				B	('P4',)												
314	4																																					2/5	0.0	1.0	3/5	0.5	0.5										G	('M3', 'M6')												
314	5																																					1/3	0.0	1.0	1/2	0.5	0.5	1/6	0.0	1.0							G	('M3', 'M6', 'M7')												
314	6																																					1	0.0	1.0													B	('M3',)												
314	7																															1/3	0.0	1.0							1/3	1.0	0.0										F#	('D7', 'M6', 'm3')				1/3	0.0	1.0						
314	8																															2/5	0.0	1.0																			F#	('D7', 'm3', 'm7')				2/5	0.0	1.0				1/5	0.0	1.0
314	9																																					1	0.0	1.0													C	('M3',)												
314	10																																																				E	('m3',)				1	0.0	1.0						
314	11																																																				E	('m3',)				1	0.0	1.0						
314	12																																								1/2	0.0	1.0	1/2	1.0	0.0							F	('M6', 'M7')												
314	13																																					2/5	0.0	1.0	3/5	0.0	1.0										F	('M3', 'M6')												
314	14																																					1/3	0.0	1.0	1/2	0.5	0.5	1/6	0.0	1.0							F	('M3', 'M6', 'M7')												
314	15																																														1/2	0.0	1.0	1/2	1.0	0.0	G	('P4', 'P5')												
314	16																																																				E	('m3', 'm6')				2/5	0.0	1.0	3/5	0.0	1.0			
314	17																																																				E	('m3', 'm6', 'm7')				1/3	0.0	1.0	1/2	0.5	0.5	1/6	0.0	1.0
314	18																																					1/2	0.0	1.0							1/2	1.0	0.0				G	('M3', 'P4')												
314	19										1/2	0.0	1.0																						1/2	0.5	0.5																F	('A4', 'M2')												
314	20										2/5	0.0	1.0																						2/5	0.0	1.0				1/5	1.0	0.0										F	('A4', 'M2', 'M6')												
314	21																																																				C	()												
314	22																																																				E	('m3', 'm6')				1/4	0.0	1.0	3/4	0.3333333333333333	0.6666666666666666			
314	23																																					1/2	0.0	1.0							1/2	1.0	0.0				G	('M3', 'P4')												
314	24																																					1/5	0.0	1.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
314	25																																																	1/2	0.5	0.5	G	('P5', 'm7')										1/2	0.0	1.0
314	26																																					1/2	0.0	1.0							1/2	1.0	0.0				G	('M3', 'P4')												
314	27																																					1/5	0.0	1.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
314	28																																																	1/2	0.5	0.5	G	('P5', 'm7')										1/2	0.0	1.0
314	29																																					1	0.5	0.5													C	('M3',)												
314	30																																		1/8	1.0	0.0	1/8	0.0	1.0	1/4	0.0	1.0				3/8	0.5	0.5	1/8	0.0	1.0	G	('M2', 'M3', 'M6', 'P4', 'P5')												
314	31																																		1/7	1.0	0.0	1/7	0.0	1.0							2/7	0.0	1.0				G	('M2', 'M3', 'P4', 'm7')										3/7	0.5	0.5
314	32																																					1/4	0.0	1.0	1/4	1.0	0.0				1/4	1.0	0.0	1/4	0.0	1.0	C	('M3', 'M6', 'P4', 'P5')												
314	33																																		1/7	1.0	0.0				3/7	0.0	1.0				2/7	0.0	1.0				G	('M2', 'M6', 'P4', 'm7')										1/7	1.0	0.0
314	34																																								1/2	0.0	1.0				1/2	0.5	0.5				G	('M6', 'P4')												
314	35																																					1/2	0.0	1.0							1/2	1.0	0.0				G	('M3', 'P4')												
314	36																																					1/5	0.0	1.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
314	37																																																	1/2	0.5	0.5	G	('P5', 'm7')										1/2	0.0	1.0
314	38																																					1/2	0.0	1.0							1/2	1.0	0.0				G	('M3', 'P4')												
314	39																																					1/5	0.0	1.0										2/5	0.0	1.0	G	('M3', 'P5', 'm7')										2/5	0.0	1.0
314	40																																																	1/2	0.5	0.5	G	('P5', 'm7')										1/2	0.0	1.0
314	41																																					1	1.0	0.0													C	('M3',)												
314	42																																								3/5	0.5	0.5				2/5	0.0	1.0				G	('M6', 'P4')												
314	43																																					1/6	0.0	1.0							1/3	0.0	1.0	1/6	0.0	1.0	G	('M3', 'P4', 'P5', 'm7')										1/3	0.0	1.0
314	44																																																				C	()												
314	45																																								1/3	0.0	1.0				2/3	0.5	0.5				G	('M6', 'P4')												
315	0																																		2/13	0.0	1.0										2/13	1.0	0.0	5/13	0.0	1.0	A	('M2', 'P4', 'P5', 'm3', 'm6')				2/13	0.0	1.0	2/13	0.0	1.0			
315	1																																																	4/7	0.0	1.0	A	('P5', 'm3')				3/7	0.0	1.0						
315	2																																		1/6	0.0	1.0							2/9	0.0	1.0	1/6	0.5	0.5	2/9	0.0	1.0	A	('M2', 'M7', 'P4', 'P5', 'm6')							2/9	0.0	1.0			
315	3																																														1/14	1.0	0.0	4/7	0.0	1.0	A	('P4', 'P5', 'm3')				5/14	0.0	1.0						
315	4																																		2/13	0.0	1.0										2/13	1.0	0.0	5/13	0.0	1.0	A	('M2', 'P4', 'P5', 'm3', 'm6')				2/13	0.0	1.0	2/13	0.0	1.0			
315	5																																																	7/12	0.0	1.0	A	('P5', 'm3')				5/12	0.3333333333333333	0.6666666666666666						
315	6																																		2/9	0.5	0.5							2/9	0.0	1.0	2/9	0.0	1.0	2/9	0.0	1.0	A	('M2', 'M7', 'P4', 'P5', 'm3')				1/9	0.5	0.5						
315	7																																																	1/2	0.0	1.0	A	('P5', 'm3', 'm6')				1/3	0.0	1.0	1/6	1.0	0.0			
315	8										1/4	1.0	0.0																									1/2	0.0	1.0										1/4	0.0	1.0	C	('A4', 'M3', 'P5')												
315	9																																								4/7	0.5	0.5				3/7	0.5	0.5				G	('M6', 'P4')												
315	10													1/7	1.0	0.0																									3/7	0.0	1.0	1/7	1.0	0.0	2/7	0.0	1.0				G	('A5', 'M6', 'M7', 'P4')												
315	11																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
315	12																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
315	13																																								2/3	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4')												
315	14																																								1/2	0.0	1.0				1/2	0.0	1.0				C	('M6', 'P4')												
315	15																																																				A	('m3', 'm6')				1/2	0.0	1.0	1/2	0.5	0.5			
315	16																																																				A	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
315	17																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
315	18																																								2/3	0.5	0.5				1/3	0.0	1.0				G	('M6', 'P4')												
315	19																																								1/2	0.0	1.0				1/3	0.0	1.0				G	('M6', 'P4', 'm7')										1/6	1.0	0.0
315	20										1/4	1.0	0.0																									1/2	0.0	1.0										1/4	0.0	1.0	C	('A4', 'M3', 'P5')												
315	21																																								4/7	0.5	0.5				3/7	0.5	0.5				G	('M6', 'P4')												
315	22													1/7	1.0	0.0																									3/7	0.0	1.0	1/7	1.0	0.0	2/7	0.0	1.0				G	('A5', 'M6', 'M7', 'P4')												
315	23																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
315	24																																								1/3	0.0	1.0				2/3	0.0	1.0				G	('M6', 'P4')												
315	25																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
315	26																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	G	('M3', 'M6', 'P4', 'P5')												
315	27																																					1/4	0.5	0.5										1/2	0.3333333333333333	0.6666666666666666	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
315	28																																					1/7	0.0	1.0	1/7	1.0	0.0							3/7	0.0	1.0	G	('M3', 'M6', 'P5', 'm7')										2/7	0.0	1.0
315	29																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
315	30																																								1/2	0.5	0.5				1/2	0.5	0.5				G	('M6', 'P4')												
316	0																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
316	1																																																				E	('m3', 'm6')				2/3	0.0	1.0	1/3	0.0	1.0			
316	2																																																				E	('m3', 'm6')				2/3	0.0	1.0	1/3	0.0	1.0			
316	3																																					1	0.0	1.0													C	('M3',)												
316	4																																														1/6	1.0	0.0	1/6	0.0	1.0	E	('P4', 'P5', 'm3', 'm6')				1/3	0.0	1.0	1/3	0.0	1.0			
316	5																																																				E	('m3', 'm6')				3/5	0.0	1.0	2/5	0.0	1.0			
316	6																												1/3	0.0	1.0																						B	('D5', 'm3', 'm6')				1/3	0.0	1.0	1/3	0.0	1.0			
